id,duration,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_id,subscription_type,zip_code
7030,2062,8/31/2013 14:39,Harry Bridges Plaza (Ferry Building),50,8/31/2013 15:13,Embarcadero at Sansome,60,570,Customer,10010
7313,2076,8/31/2013 17:39,Embarcadero at Sansome,60,8/31/2013 18:14,Harry Bridges Plaza (Ferry Building),50,637,Subscriber,94612
7194,2082,8/31/2013 16:18,Cowper at University,37,8/31/2013 16:53,Cowper at University,37,83,Customer,94301
6736,2094,8/31/2013 11:56,Market at Sansome,77,8/31/2013 12:31,San Francisco Caltrain (Townsend at 4th),70,315,Customer,94117
6909,2152,8/31/2013 13:34,Embarcadero at Vallejo,48,8/31/2013 14:09,Embarcadero at Vallejo,48,472,Customer,80206
6866,2165,8/31/2013 13:13,Civic Center BART (7th at Market),72,8/31/2013 13:49,Powell at Post (Union Square),71,540,Customer,90230
7063,2178,8/31/2013 14:54,Steuart at Market,74,8/31/2013 15:30,Embarcadero at Sansome,60,557,Customer,94131
6942,2223,8/31/2013 13:51,Harry Bridges Plaza (Ferry Building),50,8/31/2013 14:28,Embarcadero at Sansome,60,635,Customer,
7061,2226,8/31/2013 14:54,Steuart at Market,74,8/31/2013 15:31,Embarcadero at Sansome,60,637,Customer,94131
6862,2261,8/31/2013 13:12,Civic Center BART (7th at Market),72,8/31/2013 13:50,Powell at Post (Union Square),71,530,Customer,90012
6960,2336,8/31/2013 14:03,Embarcadero at Sansome,60,8/31/2013 14:42,Harry Bridges Plaza (Ferry Building),50,370,Customer,97006
6937,2400,8/31/2013 13:50,Harry Bridges Plaza (Ferry Building),50,8/31/2013 14:30,Embarcadero at Vallejo,48,582,Subscriber,94122
6922,2415,8/31/2013 13:40,Townsend at 7th,65,8/31/2013 14:20,South Van Ness at Market,66,473,Customer,
7096,2491,8/31/2013 15:14,Embarcadero at Bryant,54,8/31/2013 15:55,Embarcadero at Sansome,60,622,Customer,94110
7037,2500,8/31/2013 14:41,Powell at Post (Union Square),71,8/31/2013 15:23,South Van Ness at Market,66,409,Customer,94305
6730,2503,8/31/2013 11:55,Rengstorff Avenue / California Street,33,8/31/2013 12:37,Park at Olive,38,14,Customer,94043
6725,2536,8/31/2013 11:54,Rengstorff Avenue / California Street,33,8/31/2013 12:37,Park at Olive,38,123,Customer,94043
6549,2646,8/31/2013 9:54,Market at 4th,76,8/31/2013 10:38,Embarcadero at Sansome,60,524,Customer,80204
6878,2695,8/31/2013 13:21,Embarcadero at Vallejo,48,8/31/2013 14:06,Embarcadero at Vallejo,48,406,Customer,80205
6939,2725,8/31/2013 13:50,Harry Bridges Plaza (Ferry Building),50,8/31/2013 14:35,Harry Bridges Plaza (Ferry Building),50,271,Customer,2138
7035,2731,8/31/2013 14:40,Evelyn Park and Ride,30,8/31/2013 15:26,Evelyn Park and Ride,30,155,Customer,94041
6932,2859,8/31/2013 13:48,Harry Bridges Plaza (Ferry Building),50,8/31/2013 14:36,Harry Bridges Plaza (Ferry Building),50,570,Customer,2144
7289,2862,8/31/2013 17:17,Market at 4th,76,8/31/2013 18:05,2nd at South Park,64,496,Customer,94115
6930,2887,8/31/2013 13:47,Davis at Jackson,42,8/31/2013 14:35,Harry Bridges Plaza (Ferry Building),50,619,Customer,98101
7028,2888,8/31/2013 14:37,Evelyn Park and Ride,30,8/31/2013 15:25,Evelyn Park and Ride,30,137,Customer,94041
7288,2897,8/31/2013 17:17,Market at 4th,76,8/31/2013 18:05,2nd at South Park,64,527,Customer,94115
6928,2921,8/31/2013 13:47,Davis at Jackson,42,8/31/2013 14:36,Harry Bridges Plaza (Ferry Building),50,446,Customer,98101
7225,2925,8/31/2013 16:38,San Jose City Hall,10,8/31/2013 17:27,San Jose City Hall,10,101,Customer,
7402,2944,8/31/2013 19:56,Harry Bridges Plaza (Ferry Building),50,8/31/2013 20:45,South Van Ness at Market,66,279,Customer,94109
6996,2950,8/31/2013 14:17,Grant Avenue at Columbus Avenue,73,8/31/2013 15:06,Clay at Battery,41,577,Customer,10023
6482,2958,8/31/2013 0:03,Market at 4th,76,8/31/2013 0:52,Spear at Folsom,49,587,Customer,95117
6927,2961,8/31/2013 13:46,Harry Bridges Plaza (Ferry Building),50,8/31/2013 14:36,Harry Bridges Plaza (Ferry Building),50,499,Customer,94107
7296,3046,8/31/2013 17:22,Market at Sansome,77,8/31/2013 18:13,Embarcadero at Sansome,60,476,Customer,94805
7349,3099,8/31/2013 18:16,2nd at Townsend,61,8/31/2013 19:07,Market at 4th,76,472,Customer,95112
6481,3131,8/31/2013 0:00,Market at 4th,76,8/31/2013 0:52,Spear at Folsom,49,411,Customer,94122
7348,3144,8/31/2013 18:15,2nd at Townsend,61,8/31/2013 19:07,Market at 4th,76,352,Customer,95112
6904,3182,8/31/2013 13:31,Embarcadero at Vallejo,48,8/31/2013 14:24,Grant Avenue at Columbus Avenue,73,486,Customer,90049
6903,3221,8/31/2013 13:30,Embarcadero at Vallejo,48,8/31/2013 14:24,Grant Avenue at Columbus Avenue,73,576,Customer,90049
7129,3277,8/31/2013 15:42,Yerba Buena Center of the Arts (3rd @ Howard),68,8/31/2013 16:37,Yerba Buena Center of the Arts (3rd @ Howard),68,415,Customer,94107
7116,3280,8/31/2013 15:35,Post at Kearney,47,8/31/2013 16:30,Powell Street BART,39,397,Customer,19125
7160,3454,8/31/2013 15:54,Embarcadero at Sansome,60,8/31/2013 16:52,South Van Ness at Market,66,635,Customer,94131
7090,3478,8/31/2013 15:08,Embarcadero at Bryant,54,8/31/2013 16:06,Powell at Post (Union Square),71,591,Customer,94133
7091,3521,8/31/2013 15:08,Embarcadero at Bryant,54,8/31/2013 16:06,Powell at Post (Union Square),71,619,Customer,94133
7087,3527,8/31/2013 15:07,Embarcadero at Bryant,54,8/31/2013 16:06,Powell at Post (Union Square),71,575,Customer,95129
7088,3529,8/31/2013 15:07,Embarcadero at Bryant,54,8/31/2013 16:06,Powell at Post (Union Square),71,493,Customer,95129
7046,3743,8/31/2013 14:46,University and Emerson,35,8/31/2013 15:48,University and Emerson,35,100,Customer,19803
7045,3783,8/31/2013 14:45,University and Emerson,35,8/31/2013 15:49,University and Emerson,35,150,Customer,19803
6842,4021,8/31/2013 13:07,Steuart at Market,74,8/31/2013 14:14,Grant Avenue at Columbus Avenue,73,428,Customer,
6839,4062,8/31/2013 13:06,Steuart at Market,74,8/31/2013 14:14,Grant Avenue at Columbus Avenue,73,527,Customer,
6486,4553,8/31/2013 0:40,San Jose City Hall,10,8/31/2013 1:56,San Jose City Hall,10,643,Customer,95112
6665,4738,8/31/2013 11:28,Market at 4th,76,8/31/2013 12:47,Embarcadero at Sansome,60,511,Customer,91789
7000,4843,8/31/2013 14:19,Market at 4th,76,8/31/2013 15:40,Market at 4th,76,435,Customer,10022
6661,4929,8/31/2013 11:25,Market at 4th,76,8/31/2013 12:47,Embarcadero at Sansome,60,326,Customer,91706
6989,5001,8/31/2013 14:16,Market at 4th,76,8/31/2013 15:39,Market at 4th,76,417,Customer,10022
6498,5048,8/31/2013 3:14,Commercial at Montgomery,45,8/31/2013 4:38,San Francisco Caltrain (Townsend at 4th),70,606,Customer,94122
7041,5061,8/31/2013 14:43,2nd at Folsom,62,8/31/2013 16:07,Powell at Post (Union Square),71,588,Customer,98403
7042,5067,8/31/2013 14:43,2nd at Folsom,62,8/31/2013 16:08,Powell at Post (Union Square),71,439,Customer,98403
6497,5288,8/31/2013 3:10,Commercial at Montgomery,45,8/31/2013 4:38,San Francisco Caltrain (Townsend at 4th),70,400,Customer,94122
6773,5387,8/31/2013 12:22,Grant Avenue at Columbus Avenue,73,8/31/2013 13:52,Grant Avenue at Columbus Avenue,73,471,Customer,94133
6772,5409,8/31/2013 12:22,Grant Avenue at Columbus Avenue,73,8/31/2013 13:52,Grant Avenue at Columbus Avenue,73,577,Customer,94133
6858,5428,8/31/2013 13:12,Embarcadero at Sansome,60,8/31/2013 14:42,Embarcadero at Bryant,54,622,Customer,94107
7371,5450,8/31/2013 18:42,Paseo de San Antonio,7,8/31/2013 20:12,Paseo de San Antonio,7,82,Customer,95112
6921,5518,8/31/2013 13:40,Howard at 2nd,63,8/31/2013 15:12,Embarcadero at Vallejo,48,379,Customer,
6920,5529,8/31/2013 13:40,Howard at 2nd,63,8/31/2013 15:12,Embarcadero at Vallejo,48,365,Customer,
6970,5604,8/31/2013 14:06,Harry Bridges Plaza (Ferry Building),50,8/31/2013 15:39,Temporary Transbay Terminal (Howard at Beale),55,267,Customer,94105
6917,5695,8/31/2013 13:37,Howard at 2nd,63,8/31/2013 15:12,Embarcadero at Vallejo,48,391,Customer,94607
7271,5712,8/31/2013 17:03,Harry Bridges Plaza (Ferry Building),50,8/31/2013 18:38,Harry Bridges Plaza (Ferry Building),50,629,Customer,
7269,5726,8/31/2013 17:02,Harry Bridges Plaza (Ferry Building),50,8/31/2013 18:38,Harry Bridges Plaza (Ferry Building),50,435,Customer,
7020,5888,8/31/2013 14:31,Harry Bridges Plaza (Ferry Building),50,8/31/2013 16:09,Harry Bridges Plaza (Ferry Building),50,394,Customer,94602
7120,6213,8/31/2013 15:37,Harry Bridges Plaza (Ferry Building),50,8/31/2013 17:21,Embarcadero at Sansome,60,545,Customer,94109
7009,6399,8/31/2013 14:23,Harry Bridges Plaza (Ferry Building),50,8/31/2013 16:09,Harry Bridges Plaza (Ferry Building),50,324,Customer,94602
7236,6823,8/31/2013 16:47,Yerba Buena Center of the Arts (3rd @ Howard),68,8/31/2013 18:40,Yerba Buena Center of the Arts (3rd @ Howard),68,415,Customer,94131
7237,6859,8/31/2013 16:47,Yerba Buena Center of the Arts (3rd @ Howard),68,8/31/2013 18:41,Yerba Buena Center of the Arts (3rd @ Howard),68,441,Customer,94131
6819,7472,8/31/2013 12:54,Paseo de San Antonio,7,8/31/2013 14:58,Paseo de San Antonio,7,639,Customer,95113
6775,7761,8/31/2013 12:23,Steuart at Market,74,8/31/2013 14:32,Steuart at Market,74,270,Customer,33477
7307,7970,8/31/2013 17:35,Mountain View Caltrain Station,28,8/31/2013 19:48,Mountain View Caltrain Station,28,120,Customer,94086
7008,8795,8/31/2013 14:23,Market at 4th,76,8/31/2013 16:49,Market at 4th,76,322,Customer,10022
6912,8810,8/31/2013 13:36,5th at Howard,57,8/31/2013 16:02,5th at Howard,57,268,Customer,90046
6910,8820,8/31/2013 13:35,5th at Howard,57,8/31/2013 16:02,5th at Howard,57,357,Customer,90046
6952,8937,8/31/2013 14:00,Embarcadero at Sansome,60,8/31/2013 16:28,Embarcadero at Vallejo,48,489,Customer,77706
7003,8991,8/31/2013 14:19,Market at 4th,76,8/31/2013 16:49,Market at 4th,76,496,Customer,10022
6935,9098,8/31/2013 13:49,Embarcadero at Bryant,54,8/31/2013 16:21,Embarcadero at Vallejo,48,513,Customer,
6938,9210,8/31/2013 13:50,Embarcadero at Bryant,54,8/31/2013 16:23,Embarcadero at Vallejo,48,501,Customer,
6701,9826,8/31/2013 11:45,University and Emerson,35,8/31/2013 14:29,University and Emerson,35,9,Customer,
6495,9874,8/31/2013 2:36,Mechanics Plaza (Market at Battery),75,8/31/2013 5:20,Mechanics Plaza (Market at Battery),75,543,Customer,
7370,9954,8/31/2013 18:42,Embarcadero at Vallejo,48,8/31/2013 21:28,Beale at Market,56,259,Customer,94608
6494,10019,8/31/2013 2:34,Mechanics Plaza (Market at Battery),75,8/31/2013 5:21,Mechanics Plaza (Market at Battery),75,428,Customer,
6547,10234,8/31/2013 9:53,Clay at Battery,41,8/31/2013 12:43,Clay at Battery,41,482,Customer,93464
6548,10243,8/31/2013 9:53,Clay at Battery,41,8/31/2013 12:43,Clay at Battery,41,607,Customer,93464
6544,10472,8/31/2013 9:49,Clay at Battery,41,8/31/2013 12:43,Clay at Battery,41,517,Customer,
7065,10769,8/31/2013 14:55,Temporary Transbay Terminal (Howard at Beale),55,8/31/2013 17:54,Embarcadero at Sansome,60,438,Customer,91214
7069,11161,8/31/2013 14:57,Temporary Transbay Terminal (Howard at Beale),55,8/31/2013 18:03,Embarcadero at Vallejo,48,537,Customer,90024
6626,11632,8/31/2013 11:05,Harry Bridges Plaza (Ferry Building),50,8/31/2013 14:19,Embarcadero at Vallejo,48,342,Customer,5024
6963,11642,8/31/2013 14:04,Embarcadero at Vallejo,48,8/31/2013 17:18,Clay at Battery,41,583,Customer,22750
7074,11653,8/31/2013 15:00,Embarcadero at Vallejo,48,8/31/2013 18:14,Embarcadero at Vallejo,48,259,Customer,33139
6962,11675,8/31/2013 14:04,Embarcadero at Vallejo,48,8/31/2013 17:18,Clay at Battery,41,369,Customer,22750
7067,11825,8/31/2013 14:57,Embarcadero at Vallejo,48,8/31/2013 18:14,Embarcadero at Vallejo,48,406,Customer,33139
6792,11964,8/31/2013 12:37,Market at 10th,67,8/31/2013 15:57,Market at 10th,67,427,Customer,90291
7143,12303,8/31/2013 15:45,Mountain View Caltrain Station,28,8/31/2013 19:10,Mountain View Caltrain Station,28,142,Customer,
6613,12400,8/31/2013 10:52,Harry Bridges Plaza (Ferry Building),50,8/31/2013 14:19,Embarcadero at Vallejo,48,259,Customer,94941
7176,12818,8/31/2013 16:07,Powell at Post (Union Square),71,8/31/2013 19:40,Powell at Post (Union Square),71,416,Customer,
7081,14180,8/31/2013 15:05,Steuart at Market,74,8/31/2013 19:02,Harry Bridges Plaza (Ferry Building),50,468,Customer,89138
7079,14299,8/31/2013 15:03,Steuart at Market,74,8/31/2013 19:01,Harry Bridges Plaza (Ferry Building),50,339,Customer,89052
7021,14451,8/31/2013 14:32,Embarcadero at Sansome,60,8/31/2013 18:33,Embarcadero at Sansome,60,511,Customer,94133
7016,14464,8/31/2013 14:27,Embarcadero at Sansome,60,8/31/2013 18:28,Embarcadero at Sansome,60,272,Subscriber,94133
6877,14560,8/31/2013 13:19,Temporary Transbay Terminal (Howard at Beale),55,8/31/2013 17:21,Temporary Transbay Terminal (Howard at Beale),55,572,Customer,94116
6876,14575,8/31/2013 13:18,Temporary Transbay Terminal (Howard at Beale),55,8/31/2013 17:21,Temporary Transbay Terminal (Howard at Beale),55,568,Customer,94116
6828,16082,8/31/2013 13:00,Grant Avenue at Columbus Avenue,73,8/31/2013 17:28,Steuart at Market,74,467,Customer,94105
7110,16534,8/31/2013 15:27,Powell at Post (Union Square),71,8/31/2013 20:02,Mechanics Plaza (Market at Battery),75,487,Customer,11515
7106,16605,8/31/2013 15:25,Powell at Post (Union Square),71,8/31/2013 20:02,Mechanics Plaza (Market at Battery),75,260,Customer,11515
6806,16654,8/31/2013 12:44,Clay at Battery,41,8/31/2013 17:21,Clay at Battery,41,325,Customer,46140
6821,16657,8/31/2013 12:55,Grant Avenue at Columbus Avenue,73,8/31/2013 17:33,Temporary Transbay Terminal (Howard at Beale),55,502,Customer,94105
7005,17227,8/31/2013 14:21,Palo Alto Caltrain Station,34,8/31/2013 19:08,Palo Alto Caltrain Station,34,94,Customer,94117
6756,17366,8/31/2013 12:12,Market at Sansome,77,8/31/2013 17:02,Embarcadero at Sansome,60,279,Customer,94118
7085,17465,8/31/2013 15:06,Embarcadero at Sansome,60,8/31/2013 19:57,Grant Avenue at Columbus Avenue,73,524,Customer,94118
7084,17532,8/31/2013 15:06,Embarcadero at Sansome,60,8/31/2013 19:58,Grant Avenue at Columbus Avenue,73,408,Customer,94118
6748,17739,8/31/2013 12:06,Market at Sansome,77,8/31/2013 17:02,Embarcadero at Sansome,60,436,Customer,
6654,17751,8/31/2013 11:20,Harry Bridges Plaza (Ferry Building),50,8/31/2013 16:16,Commercial at Montgomery,45,317,Customer,28277
6741,18026,8/31/2013 12:01,Market at Sansome,77,8/31/2013 17:01,Embarcadero at Sansome,60,544,Customer,85817
7015,18353,8/31/2013 14:26,Golden Gate at Polk,59,8/31/2013 19:32,Golden Gate at Polk,59,333,Customer,34990
6798,18469,8/31/2013 12:42,Howard at 2nd,63,8/31/2013 17:50,Howard at 2nd,63,614,Customer,80205
6796,18547,8/31/2013 12:42,Howard at 2nd,63,8/31/2013 17:51,Howard at 2nd,63,345,Customer,80205
6769,18593,8/31/2013 12:21,Beale at Market,56,8/31/2013 17:31,Beale at Market,56,401,Customer,94803
6771,18610,8/31/2013 12:21,Beale at Market,56,8/31/2013 17:31,Beale at Market,56,625,Customer,94803
6968,18929,8/31/2013 14:06,Harry Bridges Plaza (Ferry Building),50,8/31/2013 19:21,Harry Bridges Plaza (Ferry Building),50,437,Customer,
6966,18949,8/31/2013 14:05,Harry Bridges Plaza (Ferry Building),50,8/31/2013 19:21,Harry Bridges Plaza (Ferry Building),50,367,Customer,94105
6752,18974,8/31/2013 12:08,Market at Sansome,77,8/31/2013 17:24,Embarcadero at Sansome,60,332,Customer,94118
6745,19291,8/31/2013 12:02,Market at Sansome,77,8/31/2013 17:24,Embarcadero at Sansome,60,426,Customer,95826
6867,19759,8/31/2013 13:14,Mechanics Plaza (Market at Battery),75,8/31/2013 18:43,Embarcadero at Sansome,60,515,Customer,90069
6864,19807,8/31/2013 13:13,Mechanics Plaza (Market at Battery),75,8/31/2013 18:43,Embarcadero at Sansome,60,581,Customer,90069
7182,20217,8/31/2013 16:11,Embarcadero at Bryant,54,8/31/2013 21:48,Embarcadero at Bryant,54,446,Customer,
7179,20393,8/31/2013 16:08,Embarcadero at Bryant,54,8/31/2013 21:48,Embarcadero at Bryant,54,444,Customer,
6906,20635,8/31/2013 13:31,Grant Avenue at Columbus Avenue,73,8/31/2013 19:15,Grant Avenue at Columbus Avenue,73,585,Customer,92663
7178,20918,8/31/2013 16:08,Embarcadero at Bryant,54,8/31/2013 21:57,Powell at Post (Union Square),71,616,Customer,
6824,22669,8/31/2013 12:58,Grant Avenue at Columbus Avenue,73,8/31/2013 19:16,Grant Avenue at Columbus Avenue,73,338,Customer,94105
6679,24034,8/31/2013 11:31,Harry Bridges Plaza (Ferry Building),50,8/31/2013 18:12,Harry Bridges Plaza (Ferry Building),50,277,Customer,28277
6656,24649,8/31/2013 11:21,Harry Bridges Plaza (Ferry Building),50,8/31/2013 18:12,Harry Bridges Plaza (Ferry Building),50,320,Customer,94109
6822,26162,8/31/2013 12:58,Beale at Market,56,8/31/2013 20:14,2nd at Townsend,61,385,Customer,90002
7434,56668,8/31/2013 21:56,5th at Howard,57,9/1/2013 13:40,Embarcadero at Vallejo,48,576,Customer,94107
7437,59599,8/31/2013 22:16,Powell Street BART,39,9/1/2013 14:49,Powell Street BART,39,606,Customer,91801
7424,63115,8/31/2013 21:08,SJSU - San Salvador at 9th,16,9/1/2013 14:40,SJSU - San Salvador at 9th,16,12,Customer,95112
7180,63968,8/31/2013 16:09,Grant Avenue at Columbus Avenue,73,9/1/2013 9:55,South Van Ness at Market,66,528,Customer,94133
6633,79154,8/31/2013 11:09,Steuart at Market,74,9/1/2013 9:08,Steuart at Market,74,484,Customer,14169
6631,79160,8/31/2013 11:08,Steuart at Market,74,9/1/2013 9:08,Steuart at Market,74,421,Customer,14169
7208,93764,8/31/2013 16:26,Powell at Post (Union Square),71,9/1/2013 18:29,Market at 4th,76,540,Customer,
7044,167968,8/31/2013 14:43,Clay at Battery,41,9/2/2013 13:22,Clay at Battery,41,517,Customer,94102
7442,1508,9/1/2013 0:11,Mechanics Plaza (Market at Battery),75,9/1/2013 0:36,Beale at Market,56,506,Customer,55405
7443,1513,9/1/2013 0:12,Mechanics Plaza (Market at Battery),75,9/1/2013 0:37,Beale at Market,56,334,Customer,55405
7444,1345,9/1/2013 0:19,South Van Ness at Market,66,9/1/2013 0:41,Harry Bridges Plaza (Ferry Building),50,464,Customer,
7445,931,9/1/2013 0:21,Mechanics Plaza (Market at Battery),75,9/1/2013 0:36,Mechanics Plaza (Market at Battery),75,422,Customer,
7446,159,9/1/2013 0:23,Broadway at Main,25,9/1/2013 0:25,Franklin at Maple,21,239,Subscriber,94063
7447,1033,9/1/2013 0:24,South Van Ness at Market,66,9/1/2013 0:42,Harry Bridges Plaza (Ferry Building),50,503,Customer,94928
7448,323,9/1/2013 0:29,San Francisco Caltrain 2 (330 Townsend),69,9/1/2013 0:35,San Francisco Caltrain 2 (330 Townsend),69,544,Subscriber,94114
7449,825,9/1/2013 0:38,Beale at Market,56,9/1/2013 0:52,Harry Bridges Plaza (Ferry Building),50,625,Customer,55405
7450,819,9/1/2013 0:38,Beale at Market,56,9/1/2013 0:52,Harry Bridges Plaza (Ferry Building),50,334,Customer,55405
7452,759,9/1/2013 0:54,Harry Bridges Plaza (Ferry Building),50,9/1/2013 1:06,Mechanics Plaza (Market at Battery),75,625,Customer,55405
7454,238,9/1/2013 1:01,Post at Kearney,47,9/1/2013 1:05,Grant Avenue at Columbus Avenue,73,505,Subscriber,94109
7457,175,9/1/2013 1:09,Mechanics Plaza (Market at Battery),75,9/1/2013 1:12,Mechanics Plaza (Market at Battery),75,402,Customer,
7458,447,9/1/2013 2:01,Market at 10th,67,9/1/2013 2:08,Market at Sansome,77,510,Subscriber,94556
7459,1124,9/1/2013 2:04,Harry Bridges Plaza (Ferry Building),50,9/1/2013 2:23,South Van Ness at Market,66,629,Customer,
7460,1259,9/1/2013 2:04,Harry Bridges Plaza (Ferry Building),50,9/1/2013 2:25,South Van Ness at Market,66,503,Customer,94928
7461,194,9/1/2013 2:09,Market at Sansome,77,9/1/2013 2:12,Harry Bridges Plaza (Ferry Building),50,338,Subscriber,94556
7463,609,9/1/2013 2:19,Mechanics Plaza (Market at Battery),75,9/1/2013 2:29,Market at 10th,67,541,Subscriber,94556
7465,87,9/1/2013 2:27,South Van Ness at Market,66,9/1/2013 2:29,South Van Ness at Market,66,503,Customer,94928
7466,39751,9/1/2013 4:06,MLK Library,11,9/1/2013 15:08,San Jose City Hall,10,30,Customer,95035
7467,783,9/1/2013 5:24,Powell at Post (Union Square),71,9/1/2013 5:37,Davis at Jackson,42,416,Customer,94111
7468,804,9/1/2013 5:46,San Francisco Caltrain 2 (330 Townsend),69,9/1/2013 6:00,Beale at Market,56,398,Customer,94597
7469,509,9/1/2013 6:33,Market at Sansome,77,9/1/2013 6:41,Grant Avenue at Columbus Avenue,73,514,Customer,33040
7470,3440,9/1/2013 7:01,Embarcadero at Vallejo,48,9/1/2013 7:58,South Van Ness at Market,66,537,Customer,34209
7472,388,9/1/2013 7:29,Market at 4th,76,9/1/2013 7:35,Yerba Buena Center of the Arts (3rd @ Howard),68,610,Customer,94102
7473,1701,9/1/2013 7:31,Mechanics Plaza (Market at Battery),75,9/1/2013 7:59,Embarcadero at Bryant,54,271,Customer,80301
7474,1240,9/1/2013 7:32,Civic Center BART (7th at Market),72,9/1/2013 7:52,Embarcadero at Sansome,60,483,Customer,92832
7476,1506,9/1/2013 8:00,Embarcadero at Bryant,54,9/1/2013 8:25,Harry Bridges Plaza (Ferry Building),50,271,Customer,80301
7477,256,9/1/2013 8:01,Powell Street BART,39,9/1/2013 8:05,Powell at Post (Union Square),71,354,Subscriber,94110
7478,2377,9/1/2013 8:05,Market at 10th,67,9/1/2013 8:45,Embarcadero at Vallejo,48,597,Customer,34209
7479,812,9/1/2013 8:17,Temporary Transbay Terminal (Howard at Beale),55,9/1/2013 8:30,Powell at Post (Union Square),71,568,Customer,94109
7480,1186,9/1/2013 8:20,Yerba Buena Center of the Arts (3rd @ Howard),68,9/1/2013 8:39,Market at 10th,67,610,Customer,91326
7481,82,9/1/2013 8:22,Powell at Post (Union Square),71,9/1/2013 8:23,Powell at Post (Union Square),71,376,Customer,
7482,111,9/1/2013 8:22,Powell at Post (Union Square),71,9/1/2013 8:24,Powell at Post (Union Square),71,354,Customer,
7483,1056,9/1/2013 8:27,Powell at Post (Union Square),71,9/1/2013 8:45,Harry Bridges Plaza (Ferry Building),50,376,Customer,
7484,894,9/1/2013 8:30,Powell at Post (Union Square),71,9/1/2013 8:45,Harry Bridges Plaza (Ferry Building),50,354,Customer,
7485,893,9/1/2013 8:30,Powell at Post (Union Square),71,9/1/2013 8:45,Harry Bridges Plaza (Ferry Building),50,523,Customer,
7486,810,9/1/2013 8:46,Harry Bridges Plaza (Ferry Building),50,9/1/2013 8:59,Embarcadero at Vallejo,48,271,Customer,
7487,783,9/1/2013 8:46,Harry Bridges Plaza (Ferry Building),50,9/1/2013 8:59,Embarcadero at Vallejo,48,354,Customer,
7488,842,9/1/2013 8:46,Rengstorff Avenue / California Street,33,9/1/2013 9:00,Mountain View Caltrain Station,28,84,Subscriber,94040
7489,716,9/1/2013 8:47,Harry Bridges Plaza (Ferry Building),50,9/1/2013 8:59,Embarcadero at Vallejo,48,376,Customer,
7490,512,9/1/2013 8:50,Powell Street BART,39,9/1/2013 8:58,Civic Center BART (7th at Market),72,311,Customer,94109
7491,770,9/1/2013 8:52,Yerba Buena Center of the Arts (3rd @ Howard),68,9/1/2013 9:05,Harry Bridges Plaza (Ferry Building),50,415,Customer,60622
7492,774,9/1/2013 8:52,Yerba Buena Center of the Arts (3rd @ Howard),68,9/1/2013 9:05,Harry Bridges Plaza (Ferry Building),50,441,Customer,60622
7493,1327,9/1/2013 8:52,Civic Center BART (7th at Market),72,9/1/2013 9:14,Embarcadero at Sansome,60,277,Customer,91326
7494,2469,9/1/2013 8:59,Steuart at Market,74,9/1/2013 9:41,San Francisco Caltrain 2 (330 Townsend),69,581,Customer,94107
7495,32994,9/1/2013 9:15,Steuart at Market,74,9/1/2013 18:25,Harry Bridges Plaza (Ferry Building),50,409,Customer,
7496,1636,9/1/2013 9:16,Embarcadero at Sansome,60,9/1/2013 9:43,Commercial at Montgomery,45,555,Customer,91326
7497,32987,9/1/2013 9:16,Steuart at Market,74,9/1/2013 18:26,Harry Bridges Plaza (Ferry Building),50,372,Customer,
7498,616,9/1/2013 9:26,Howard at 2nd,63,9/1/2013 9:36,Washington at Kearney,46,614,Customer,85295
7499,27829,9/1/2013 9:26,Powell Street BART,39,9/1/2013 17:10,Powell Street BART,39,394,Customer,
7500,572,9/1/2013 9:26,Howard at 2nd,63,9/1/2013 9:36,Washington at Kearney,46,550,Customer,85295
7501,27647,9/1/2013 9:29,Powell Street BART,39,9/1/2013 17:10,Powell Street BART,39,466,Customer,
7503,27660,9/1/2013 9:32,Powell Street BART,39,9/1/2013 17:13,Powell Street BART,39,473,Customer,1708
7505,1830,9/1/2013 9:33,Powell Street BART,39,9/1/2013 10:03,Golden Gate at Polk,59,563,Customer,80204
7507,369,9/1/2013 9:37,Washington at Kearney,46,9/1/2013 9:43,Market at Sansome,77,550,Subscriber,94133
7508,867,9/1/2013 9:38,Mountain View Caltrain Station,28,9/1/2013 9:52,Rengstorff Avenue / California Street,33,11,Subscriber,94040
7509,839,9/1/2013 9:40,San Francisco Caltrain (Townsend at 4th),70,9/1/2013 9:54,Steuart at Market,74,374,Customer,94610
7510,467,9/1/2013 9:45,Market at 10th,67,9/1/2013 9:52,Powell Street BART,39,541,Customer,1135
7511,442,9/1/2013 9:45,Market at 10th,67,9/1/2013 9:53,Powell Street BART,39,610,Customer,1135
7512,853,9/1/2013 9:45,Commercial at Montgomery,45,9/1/2013 10:00,Yerba Buena Center of the Arts (3rd @ Howard),68,555,Customer,91326
7513,1720,9/1/2013 9:46,Spear at Folsom,49,9/1/2013 10:15,Davis at Jackson,42,425,Customer,94105
7514,1704,9/1/2013 9:47,Spear at Folsom,49,9/1/2013 10:16,Davis at Jackson,42,587,Customer,94105
7516,1886,9/1/2013 9:51,San Francisco City Hall,58,9/1/2013 10:23,Grant Avenue at Columbus Avenue,73,283,Subscriber,94117
7517,1803,9/1/2013 9:51,San Francisco City Hall,58,9/1/2013 10:22,Grant Avenue at Columbus Avenue,73,508,Subscriber,94117
7519,297,9/1/2013 9:54,2nd at Townsend,61,9/1/2013 9:59,2nd at Folsom,62,417,Customer,92037
